id,SalePrice
1461,119476.42494477534
1462,153165.56574882634
1463,181601.2966449445
1464,197438.83193949316
1465,203152.76737080055
1466,170987.16617098625
1467,179048.9198986373
1468,159284.45946986694
1469,198377.58065455648
1470,119522.08463437899
1471,190063.53054814404
1472,99653.76379989104
1473,95242.37908047429
1474,144848.98923618346
1475,107746.2058023994
1476,351958.1099039887
1477,245804.25181570803
1478,300966.6472532072
1479,300550.89913389634
1480,459616.1178337007
1481,324564.3443349767
1482,213857.56158348874
1483,181370.61860205294
1484,160227.46699808925
1485,197880.8485743219
1486,196461.30480553006
1487,337938.1433252363
1488,240057.83837953577
1489,190517.31558167285
1490,239243.02532827115
1491,196391.6713440231
1492,93805.1819107904
1493,190474.89742810404
1494,295065.4924099915
1495,291401.307047917
1496,233880.49777578766
1497,181108.28139210012
1498,171352.57130052193
1499,165912.98183744765
1500,158266.7418274623
1501,173476.17432525472
1502,147170.28679598856
1503,284708.57673833164
1504,243724.22362670058
1505,226069.4505658731
1506,186885.60854500523
1507,244755.67562271052
1508,202826.91755757804
1509,161572.00000869617
1510,142460.95599162485
1511,149115.19081045096
1512,177657.95501608614
1513,153392.74013106144
1514,151704.97263801235
1515,192134.2304396364
1516,156634.95946717967
1517,170948.12293372685
1518,131820.1128655657
1519,209443.83681029276
1520,125601.30805816305
1521,129500.39761856051
1522,179855.41934752924
1523,110813.26102162724
1524,126487.04319847889
1525,118248.83079995621
1526,110297.86761248099
1527,110223.65122415846
1528,139600.97781385123
1529,149832.95151296642
1530,184489.76285323317
1531,106876.50135000156
1532,97616.75526153542
1533,143418.46652512287
1534,127412.02015308928
1535,148174.0733798686
1536,107527.03190616607
1537,59969.51619130373
1538,144476.7348950068
1539,194213.3891243545
1540,97892.56344012692
1541,139164.6969361275
1542,141858.48789609032
1543,178546.83065599905
1544,87694.89611925205
1545,116862.02663716102
1546,138709.68474647403
1547,126647.32247758562
1548,141002.64588256096
1549,123144.70529448554
1550,134223.14314540758
1551,107564.75743427147
1552,134450.5090062379
1553,146125.7769907415
1554,115748.8590151618
1555,156886.08957413925
1556,86554.14666639053
1557,106186.43402327743
1558,101980.51394756298
1559,59047.3538000934
1560,136563.0972794092
1561,123862.24156013373
1562,131025.47161644691
1563,118681.04797468074
1564,155280.27067182306
1565,152107.66900975368
1566,240025.1271819761
1567,78378.49469326778
1568,233015.74608382682
1569,125792.46293284392
1570,141132.8005805401
1571,123330.48414860968
1572,140476.5617083119
1573,229370.46018988435
1574,121438.9934723986
1575,231264.76019514317
1576,248860.39445166104
1577,177693.36775244636
1578,149796.60862238632
1579,144346.52252365332
1580,197078.0883063989
1581,154755.52129213448
1582,124167.26541771305
1583,282132.06260571186
1584,215578.1008271692
1585,134179.25084787348
1586,63991.46104593798
1587,106343.27949168827
1588,150382.24015806743
1589,97787.28372730999
1590,133906.7669386804
1591,90183.08767261401
1592,117208.50346284838
1593,127005.07896156651
1594,121479.76211836965
1595,102258.34580182108
1596,218147.26337010012
1597,198062.59101778673
1598,234490.55753183813
1599,168181.91081034
1600,160677.30610077287
1601,66662.84486707696
1602,121778.13857110575
1603,72313.84666432871
1604,259645.78532103836
1605,242802.6348354654
1606,168246.52809381296
1607,178226.77425431754
1608,217434.94202363587
1609,180082.91686933726
1610,150817.54456467088
1611,137864.23890087017
1612,172319.88147909398
1613,163894.15618235676
1614,128922.9585656001
1615,95863.94223715768
1616,80135.41542923792
1617,95488.3198466764
1618,124931.94814961514
1619,136941.42460127416
1620,142416.54266649694
1621,139612.5699987764
1622,142847.29197783855
1623,259925.37046229266
1624,212310.19060496817
1625,118108.74588691731
1626,172894.18213577635
1627,193422.9762759548
1628,284395.2271494169
1629,185458.7945801247
1630,339858.9351217621
1631,233543.2174260665
1632,246768.17474226563
1633,179202.83538965578
1634,184565.52430258857
1635,174903.46275600654
1636,152710.07302518713
1637,201228.60414049047
1638,178233.58661933875
1639,191921.19042516456
1640,249972.661401362
1641,185728.66805553084
1642,246755.80673674107
1643,211265.77420763127
1644,237121.51914984078
1645,192615.04083291057
1646,159283.0469755358
1647,164124.1949352157
1648,128917.75446994069
1649,138920.90232619212
1650,112008.76821232775
1651,121323.37671422432
1652,98889.20680192887
1653,100858.52845276978
1654,142984.53014819883
1655,132988.23361734409
1656,139950.72145374672
1657,145894.56080352425
1658,144583.99831068167
1659,114413.17644376036
1660,157294.04278105823
1661,403012.2222888566
1662,397813.79986289644
