id,SalePrice
1461,120816.30231860548
1462,151761.6575098208
1463,180913.00254355354
1464,195946.35384633395
1465,202095.16347542373
1466,170923.49250303343
1467,178139.06969179912
1468,159858.46890060452
1469,194814.3629863564
1470,119804.186777939
1471,183119.445771411
1472,98256.50097742373
1473,95489.0399554838
1474,141710.01148249515
1475,106713.45303644896
1476,358687.7683929964
1477,248470.68127531355
1478,301291.0473027569
1479,299784.8359781694
1480,477538.26452618744
1481,321717.6348668195
1482,213428.22346517938
1483,181044.58706664687
1484,160678.22026674703
1485,194784.69791863332
1486,192569.78875631356
1487,339487.24279365444
1488,236279.65129927683
1489,191103.65295445977
1490,241227.31975571896
1491,197127.82753695047
1492,95151.14793939066
1493,189841.33091507351
1494,292997.3671051698
1495,287904.02809765184
1496,234925.02284654177
1497,181522.61671063773
1498,177744.27078359635
1499,167668.7031642262
1500,159615.09338594522
1501,174739.4189718574
1502,143761.47308792383
1503,285952.4996888582
1504,240173.93871949665
1505,225473.0701210298
1506,187687.95941834245
1507,243515.52383050078
1508,201363.60163417552
1509,159727.37809538434
1510,143411.14268254532
1511,156353.65192051613
1512,174934.55305365668
1513,151893.69394841613
1514,155047.9706515051
1515,192450.50618541375
1516,155361.16800287232
1517,170763.51716558056
1518,131762.7588117765
1519,208351.11208528272
1520,126242.5313691027
1521,129824.23368842833
1522,178333.4147427841
1523,111950.96264939617
1524,126753.0613343833
1525,117449.96360700761
1526,110699.53936640112
1527,110412.47399571056
1528,137623.10001801315
1529,151822.70191405737
1530,186487.45285453476
1531,109394.4873612606
1532,97577.65353077723
1533,147813.56232188665
1534,127644.19427588413
1535,145670.96108999947
1536,106416.41609173431
1537,60898.22915911639
1538,150202.2540694059
1539,193694.0667901519
1540,93387.0179006736
1541,137879.94464282203
1542,144113.9079853828
1543,180324.6447738535
1544,89422.72333142233
1545,119256.47536665057
1546,139550.7523341291
1547,132129.80848096497
1548,143489.74476517495
1549,124268.71281141017
1550,134850.57591273726
1551,105354.8397448192
1552,136336.56274692094
1553,144379.78689402487
1554,116258.45889066301
1555,162528.92927645118
1556,84870.39755239147
1557,106755.9741016705
1558,102172.98540864751
1559,62449.09714184368
1560,129517.09015798407
1561,126510.13084201104
1562,131713.35908219844
1563,118818.20197181086
1564,156051.12771815227
1565,152497.36159205082
1566,241596.21183053072
1567,78988.53291263651
1568,236839.10663705005
1569,127675.32433109003
1570,138907.81828123642
1571,121225.77167626975
1572,140368.6098865744
1573,230252.56692566193
1574,118754.56841835218
1575,232815.4497545118
1576,246025.57599612535
1577,178806.60842394983
1578,149092.14769107872
1579,145736.42198288182
1580,197140.36545156458
1581,155171.2024139548
1582,124915.68287624662
1583,281447.2091321056
1584,216886.18665448675
1585,134084.03867444504
1586,66357.54887463567
1587,109721.313214623
1588,152670.76712387367
1589,96060.47007543201
1590,132858.86526313878
1591,90443.7832553512
1592,116626.8420052818
1593,126183.55892568656
1594,124843.69412864286
1595,108202.26031881038
1596,214520.58520068627
1597,198766.3307185244
1598,231982.2651297101
1599,166121.93707333424
1600,157866.00921968688
1601,67056.5638336684
1602,118832.78760528438
1603,68812.28059149263
1604,257250.8779239085
1605,237665.94504928368
1606,166408.73858915176
1607,178932.5693372823
1608,215948.05614251134
1609,181621.48727673278
1610,152753.61562092017
1611,138279.79812009717
1612,173760.6584624356
1613,165621.4297868497
1614,128257.01144453061
1615,94888.40418956429
1616,79429.88887205262
1617,94552.17649236355
1618,128544.07889130418
1619,137037.7110106452
1620,145721.46108947627
1621,137169.297900812
1622,143498.0822785402
1623,254317.67741909917
1624,208120.1443504
1625,116512.90322958774
1626,171963.6868727099
1627,192875.08762595517
1628,277718.33248365327
1629,183043.31852146573
1630,347781.99948106264
1631,234741.51937640904
1632,249137.09952088707
1633,176825.59372131238
1634,185115.8434246114
1635,173218.12032230792
1636,151494.29908962687
1637,203697.7160787306
1638,175975.11666699758
1639,190221.12821347438
1640,245267.71138893394
1641,184125.56201076464
1642,246240.87884789432
1643,211563.2709816682
1644,237522.49859492615
1645,196907.07998647078
1646,157635.57921468365
1647,159341.9179063589
1648,127949.78891618455
1649,141185.13811008813
1650,112986.69121341438
1651,119678.1066984393
1652,98677.22917478689
1653,101031.41529860352
1654,142676.36839631834
1655,130278.20698909175
1656,138532.85373576797
1657,146305.42304213787
1658,143816.267814771
1659,114416.86741533148
1660,156197.47020254433
1661,418407.09488774184
1662,398765.98240331694
1663,376406.19928746484
1664,487082.5335838433
1665,311668.19029402174
1666,337409.1365231053
1667,381405.16028718214
1668,361386.30853699776
1669,318039.0288208464
1670,354074.847251685
1671,263991.5766207378
1672,415996.89654017444
1673,286088.6279118914
1674,238575.5440053043
1675,198874.59483823823
1676,197327.25012037574
1677,219621.5313259752
1678,441813.8360478923
1679,390972.28879716585
1680,329706.8153830174
1681,253278.29638770816
1682,322910.3574180499
1683,185799.10936048737
1684,176657.3566773603
1685,175066.2267067823
1686,166631.6797434831
1687,174458.61211831565
1688,186869.96462124275
1689,193680.11479591537
1690,197142.5863096245
1691,187645.9495132183
1692,263645.7088302327
1693,171900.9169926855
1694,183369.95594860252
1695,168856.8865832345
1696,261141.84949956127
1697,173141.20373401308
1698,342245.5571659501
1699,311701.40423508006
1700,259910.07982643496
1701,275053.19931707974
1702,234928.68334412717
1703,234422.6122413099
1704,270429.3481581901
1705,240024.36797684102
1706,288293.2101029839
1707,211735.267993231
1708,201785.77134807088
1709,259759.2217556983
1710,218766.63025621287
1711,279203.2357750477
1712,250455.3667306229
1713,279376.5450840789
1714,222588.10005564702
1715,209480.79253984807
1716,183429.06271654004
1717,177596.7727990692
1718,137410.58475098867
1719,210849.70303663192
1720,239666.84797414206
1721,158024.0078780979
1722,122842.38905777237
1723,152197.18229529614
1724,202957.58142284132
1725,237742.34154339592
1726,185821.5853023548
1727,152285.46998225347
1728,168540.04510549348
1729,169729.42398150917
1730,153885.14905210887
1731,118399.52581495134
1732,125535.07535101486
1733,111742.04268666946
1734,121967.80949983739
1735,119853.65163772347
1736,105681.74770909839
1737,291086.79837625026
1738,261816.2985599383
1739,233943.48953024863
1740,208165.34741732595
1741,187247.88733724598
1742,172321.48983648483
1743,179910.61361351836
1744,320646.1048716971
1745,218046.2551812526
1746,188243.17899028305
1747,214999.26252154366
1748,214770.55050611624
1749,143097.00170753445
1750,124083.05269768371
1751,249478.46489198267
1752,114272.14476301597
1753,151190.78913786213
1754,190549.7542205574
1755,164149.63783611468
1756,124011.90895931765
1757,121265.54044415109
1758,147763.56512424003
1759,163130.16362609816
1760,164185.3518873327
1761,145818.00877875744
1762,179188.16147680307
1763,189892.2659832385
1764,114307.7064999737
1765,170271.1271556358
1766,192217.139824067
1767,219153.9203275847
1768,140176.37490779968
1769,171727.06588359433
1770,154631.9266688642
1771,121910.58106874584
1772,130305.11362037742
1773,123573.18252196602
1774,139524.37817725018
1775,142750.08391862718
1776,132726.40527000764
1777,107512.85748980084
1778,139684.9920243018
1779,123665.19072895154
1780,177848.38699926794
1781,126531.85214517756
1782,85813.79502980906
1783,142599.87484522295
1784,108731.28019653539
1785,126642.50652282791
1786,138984.1707289818
1787,165524.27641364728
1788,61145.98758265314
1789,99671.15756700933
1790,79254.93693818705
1791,179693.51022698003
1792,159511.75036349244
1793,125226.5731188077
1794,156128.26090346856
1795,134835.9054894111
1796,136024.11963375553
1797,114646.95288822301
1798,120136.96984321986
1799,108969.66584524076
1800,135050.93384560605
1801,128045.80132469184
1802,142010.463934243
1803,149220.28996894578
1804,134295.38138148366
1805,135682.5682675701
1806,124549.14949554556
1807,138306.7391199993
1808,127482.50102791114
1809,128012.60418595457
1810,135967.69026931844
1811,94425.36933199585
1812,100595.87550385464
1813,124809.68549355188
1814,96779.34435936714
1815,54158.90846465941
1816,101136.15311406595
1817,106428.60827532371
1818,145453.13816818577
1819,125197.35028105653
1820,50008.7206205483
1821,119689.32975202306
1822,151347.9496759262
1823,44115.09345357516
1824,128798.25753269818
1825,143883.44296461935
1826,106572.29266432277
1827,102427.60763178093
1828,136253.25185123898
1829,128795.62959061498
1830,138223.75314522727
1831,143657.72107445294
1832,72881.98604481513
1833,143144.42498589522
1834,117096.79935357056
1835,115022.21471252569
1836,124197.00237172692
1837,86175.37063927205
1838,125910.98927563918
1839,101353.67153764593
1840,141324.63015305586
1841,131720.07337924445
1842,94258.91193851225
1843,128680.57330990979
1844,148162.71021182198
1845,145229.87456412357
1846,157576.47913597536
1847,176460.9749874403
1848,53068.07362228951
1849,111284.53277388174
1850,116473.41680217934
1851,149374.56426513873
1852,127091.18697143564
1853,120377.02473097041
1854,162028.22568755283
1855,153540.0355275084
1856,224155.78335732012
1857,129415.86096528612
1858,133310.01702510778
1859,117507.46831647864
1860,145876.60724495907
1861,116752.93551887208
1862,315525.42923554085
1863,293437.25633715175
1864,293536.9369562496
1865,350530.76323501056
1866,330840.6178267787
1867,223117.22723504773
1868,282281.86114916037
1869,203294.90888026575
1870,223009.92507882166
1871,259209.24291689586
1872,175993.95890483915
1873,234816.43753517413
1874,157364.24134711004
1875,199640.01192772732
